title,baidu_link,baidu_pwd
《纳尼亚传奇三部曲》下载（插图精排版） epub,https://pan.baidu.com/s/10j1eD188bxfEjZCpFsHULg ,09bd
蛮荒系列5本下载（树下野狐）：搜神记、蛮荒记、不周记、云梦泽传说、仙楚 epub,http://pan.baidu.com/s/1eROYKa2,691x
《莫言文集》（全十二册）epub,http://pan.baidu.com/s/1kUMgLyZ,w692
《中国传统建筑十五讲》作者：方拥 azw3,http://pan.baidu.com/s/1o7Z7QT8 ,smhd
《悟空传(完美纪念版)》作者：今何在 mobi,http://pan.baidu.com/s/1c10aysS ,fytn
《巨人的陨落》下载 epub+mobi+azw3,http://pan.baidu.com/s/1jH5TLFS ,mc2h
《解忧杂货店》作者：东野圭吾 azw3,http://pan.baidu.com/s/1i5hPCrF ,2s9v
《银河系漫游指南》作者：[英]道格拉斯·亚当斯 mobi, http://pan.baidu.com/s/1jIQ2Q38,iumq
《红顶商人胡雪岩》下载（全6册）  epub,http://pan.baidu.com/s/1mitoFyg,hmqt
《在另一种生命里》【法】马克·李维 epub,http://pan.baidu.com/s/1i5sFi8P,cejr
《大江东去》全3册下载 epub,http://pan.baidu.com/s/1cgbRqe ,cf2t
《曾国藩（评点插图本）》下载（全三册） epub,http://pan.baidu.com/s/1ge6FNs3 ,emni
《第二次世界大战史大全》下载 epub,http://pan.baidu.com/s/1c10asoS ,e1vr
《比恐惧更强烈的情感》【法】马克·李维 epub,http://pan.baidu.com/s/1hswKVGS,8kne
《司马懿吃三国1-5》下载 epub,http://pan.baidu.com/s/1c2DhLlA ,9svs
《国史大纲》 作者：钱穆 epub,http://pan.baidu.com/s/1eS0mMZo,cuuv
《男儿行》【全本精排】 作者：酒徒 epub,http://pan.baidu.com/s/1cKDLvg,qmpz
《摆渡人》【作者：英·克莱儿 · 麦克福尔/译者：付强】epub,http://pan.baidu.com/s/1miReYxU ,i22h
《武道狂之诗》作者：乔靖夫 （1-10卷套装） epub,http://pan.baidu.com/s/1eSpx7ay,5864
《第一日》下载【法】马克·李维 epub,http://pan.baidu.com/s/1gf4Uh8J ,9sgp
失控(Out Of Control)》中英双版下载 epub+mobi, http://pan.baidu.com/s/1dF7Gakh,a8gp
《唐骑》（全集精排）作者：阿菩 epub,http://pan.baidu.com/s/1pLfBK4V,iza8
《商海谍影》【全本】作者：常书欣,http://pan.baidu.com/s/1i5e2exR,smw8
《危险拍档》【全本】作者：常书欣 epub, http://pan.baidu.com/s/1c1TgVSG,1qmq
《九州牧云录》【全本】作者：管平潮 epub,http://pan.baidu.com/s/1jHZGrLc ,eaqc
《教父》三部曲典藏版套装 epub,http://pan.baidu.com/s/1bo4gylh ,yi7w
《十宗罪》（1-5+前传）epub,http://pan.baidu.com/s/1c2dWg84,snki
《汉魏文魁》【全本】作者：赤军 epub,http://pan.baidu.com/s/1c2HlVVi,fxcc
《年轮》 作者：梁晓声 epub+mobi,http://pan.baidu.com/s/1kVHD5bD ,fzca
《第一夜》【法】马克·李维 epub,http://pan.baidu.com/s/1qY2Amlu ,s3g6
《侯卫东官场笔记》（1-8+巴国侯氏） epub,http://pan.baidu.com/s/1jHDvA0A ,brpa
《巷说百物语》（含：续巷说、后巷说，共3册）京极夏彦 epub+mobi,http://pan.baidu.com/s/1bpKB9KF,bywz
《龙族》全套共5册（龙族1火之晨曦+龙族2悼亡者之瞳+龙族3黑月之潮上册+龙族3黑月之潮中册+龙族3黑月之潮下册）azw3,http://pan.baidu.com/s/1eSCxTHS ,bnjf
《四大名著》 epub,http://pan.baidu.com/s/1eRMrl8A ,ugf8
《青蛇》作者：李碧华 azw3,http://pan.baidu.com/s/1qY2AgHI ,95yi
《百年中国侦探小说精选》（1-10卷） azw3,http://pan.baidu.com/s/1nvAhMQl ,2t7n
《大清商埠》（1-3卷） azw3,http://pan.baidu.com/s/1nuFrn4H,78tb
《余生皆假期》【日】伊坂幸太郎 epub,http://pan.baidu.com/s/1o8vSDfG ,79m3
《梦幻花》【日】东野圭吾 epub,http://pan.baidu.com/s/1c1EnEwg ,4daq
蔡志忠漫画系列下载 PDF格式,https://pan.baidu.com/s/1U7-34yXfVbdW5BD-mYHOXg ,65d2
《人鱼沉睡之家》  [日]东野圭吾 epub,http://pan.baidu.com/s/1c2K98Q0 ,c985
《曹文轩文集精华版合集》（共7册）epub+mobi+azw3,http://pan.baidu.com/s/1eRH725W,b1uk
《历史的拐点：中国历朝改革变法实录》 epub,http://pan.baidu.com/s/1i5i5CPZ ,48c4
《焦氏易林注》(第三版)(套装共2册)  epub,http://pan.baidu.com/s/1geTaHnP,dyqc
《清明上河图密码》（1-3部 精装版）epub,http://pan.baidu.com/s/1eSob01G,2h5n
《异事录》 （1-3册）下载 epub,http://pan.baidu.com/s/1mi0apaK ,4efy
《亮剑》 epub,http://pan.baidu.com/s/1c2BgfhY,4cmw
《陆犯焉识》（精装版） epub,http://pan.baidu.com/s/1pL9xKfT,e7mc
《月亮和六便士》下载作者：毛姆  epub,http://pan.baidu.com/s/1jIjjw02,8zy5
《人性的枷锁》下载 作者：毛姆 epub,http://pan.baidu.com/s/1slkqZa1,ets3
《密道追踪》下载 作者：蛇从革  epub,http://pan.baidu.com/s/1nvbBFWd ,5ydr
《平凡的世界（套装共3册）》路遥（作者） epub+mobi,http://pan.baidu.com/s/1kUPUgzP ,h3d8
《大秦帝国》（全六部） azw3 epub【epub为掌阅专版】,http://pan.baidu.com/s/1gfCxBIr ,g6bs
《大卫·科波菲尔》(套装上下册) (经典译林) azw3,http://pan.baidu.com/s/1c2G5HCk ,5nw5
《大漠三部曲》:大漠祭+猎原+白虎关(套装共3册) azw3,http://pan.baidu.com/s/1miKZb1u ,7qsv
《病隙碎笔(修订版)》 azw3,http://pan.baidu.com/s/1kUFvkbH ,efmm
《废都》作者：贾平凹  azw3,http://pan.baidu.com/s/1hsyM7Y0 ,nxee
《白鹿原》作者：陈忠实 epub,http://pan.baidu.com/s/1czEISY,uwvj
《太平洋战争三部曲》作者：佐佐木让【日】 epub,http://pan.baidu.com/s/1eSdRRns,5uf2
《长相思》（全集1+2诉衷情+3思无涯第三部） mobi,http://pan.baidu.com/s/1i4Xan57 ,be6r
《饥饿游戏》(套装共3册) mobi,http://pan.baidu.com/s/1i4CH1nn ,55wx
《唐诗鉴赏辞典》作者：周啸天 mobi,http://pan.baidu.com/s/1dEW2xNj ,54wb
《浮世织香录》作者：六欲浮屠 azw3,http://pan.baidu.com/s/1pKJWLyN,2k2s
《百家讲坛七周年限量珍藏版》 epub,http://pan.baidu.com/s/1hswKGh2 ,huhp
《诡案组》作者：求无欲【全集精排版】 epub,http://pan.baidu.com/s/1mihd0tM ,nuki
《他方世界》（全二册） 作者：【美】约翰·克劳利 epub, http://pan.baidu.com/s/1c1XQxBq ,y3ma
《皇朝战史：明朝十大战争》 作者：王冬青 epub,http://pan.baidu.com/s/1nvcrJXf ,4acy
《解密》作者：麦家 epub, http://pan.baidu.com/s/1nuHsZIL ,k9vx
《从晚清到民国》 作者: 【美】唐德刚 epub+mobi,http://pan.baidu.com/s/1cMFvMu ,g5pm
《剑桥中国史》全集下载 epub,http://pan.baidu.com/s/1i4KiRXV ,tuc6
《东野圭吾作品集》精排版下载 epub,http://pan.baidu.com/s/1c2JTyta ,ffbf
《丹·布朗经典作品集》五部下载 epub,http://pan.baidu.com/s/1qXBNhnu ,cbh9
《无路可退的战士》下载 epub,http://pan.baidu.com/s/1jI0Kp8M,wkzi
《罗辑思维》下载 epub,http://pan.baidu.com/s/1i4Wuizz,3jj2
《刘慈欣科幻作品集》【中亚正版】,http://pan.baidu.com/s/1jHVChKi ,wvjk
《回到明朝当王爷》【全本】作者：月关 epub,http://pan.baidu.com/s/1cojMZ8 ,824d
《晚明》【全本】作者：柯山梦 epub,http://pan.baidu.com/s/1miCRRAw,vnfe
《烽烟尽处》【全本】作者：酒徒 epub,http://pan.baidu.com/s/1c2sj1jM ,7mc8
《长风》【全本】紫钗恨 epub,http://pan.baidu.com/s/1qYvjbg4,iwu4
《夜天子》【全本】作者：月关 epub,http://pan.baidu.com/s/1ge3sxUz ,hn53
《2666》【智利】罗贝托·波拉尼奥 epub,http://pan.baidu.com/s/1hs58Gkc ,yscx
《三千美娇娘》【全本】紫钗恨 epub,http://pan.baidu.com/s/1pLfCbHp,wmuy
《无限恐怖》【全本】 张恒 epub,http://pan.baidu.com/s/1qYpJm7i ,mxby
《黑旗》【全本】紫钗恨 epub,http://pan.baidu.com/s/1hshmnWw,atf5
《南衙纪事》【全本】作者：欧阳墨心 epub,http://pan.baidu.com/s/1kUDtD7T ,u3hr
《斜风》【全本】紫钗恨 epub,http://pan.baidu.com/s/1jHTAWSY,5har
《瓦尔登湖》亨利·梭罗（作者）epub+mobi,http://pan.baidu.com/s/1c2MYrF6 ,8xbl
《肯·福莱特悬疑精选套装（5册）》【英】肯·福莱特 epub,http://pan.baidu.com/s/1nu7QgyP,ds79
《王朝之剑》【全本】 边城浪子 epub,http://pan.baidu.com/s/1jIpp0Aa ,u7j6
《人道天堂》【完本精排】荆柯守 epub,http://pan.baidu.com/s/1bpHUAHh,had5
《仙魔变》作者：无罪,http://pan.baidu.com/s/1jHOlLx8 ,bmgg
《后宫·甄嬛传》流潋紫 epub,http://pan.baidu.com/s/1qYpdRxM ,tku2
《疯狂中国史精选套装》 epub,http://pan.baidu.com/s/1mixZ59Y ,28f5
《金融的逻辑》陈志武 epub,http://pan.baidu.com/s/1nuIabcX ,tgb7
《官道无疆》【全本】 瑞根 epub,https://pan.baidu.com/s/1ZbZd-y0v9l3xQgysC0TthQ ,f0f2
《莽荒纪》我吃西红柿 epub,http://pan.baidu.com/s/1pLJ8epX,z5a7
《沧海》【精校全集】凤歌 epub,http://pan.baidu.com/s/1dEW31hn ,niyf
中亚自购破解：《梁羽生武侠小说34部合集》（上+下 共100册） azw3,http://pan.baidu.com/s/1geIShnP ,jw4u
《郭敬明作品集》 epub,http://pan.baidu.com/s/1hrCe9XM ,w38f
《新宋三部曲》阿越 epub,http://pan.baidu.com/s/1i50hzNn ,v17a
《无耻妖孽》【全本】 牛语者 epub,http://pan.baidu.com/s/1gf7C78v ,tbzs
《罪恶之城》【全本】作者：烟雨江南 epub,http://pan.baidu.com/s/1pLd9Wl9 ,7pny
《蔡骏作品集》epub【掌阅专版】,http://pan.baidu.com/s/1slksh8h ,x77f
《乌合之众:大众心理研究》mobi+epub,http://pan.baidu.com/s/1slovPcL ,mnhd
《掌御星辰》 猪三不 epub,http://pan.baidu.com/s/1nuPgGNv ,bly6
《北宋小官人的幸福生活》【精校全本】大苹果 epub,http://pan.baidu.com/s/1pLOXGUZ,nq8k
《阿加莎克里斯蒂作品集》epub,http://pan.baidu.com/s/1kUOjLKr ,ayvk
《古龙作品全集》（双版本：网络自排版全集共59册，中亚自购转epub，一、二两辑26部共45册）epub,http://pan.baidu.com/s/1mhIHXbU,624k
《 失乐园 》【精校精排典藏版】渡边淳一 epub,http://pan.baidu.com/s/1mh5kLmg ,cfid
《南宋名家词选讲 》【 精校版】叶嘉莹 epub,http://pan.baidu.com/s/1i4OnIDJ,is2q
《北宋小厨师》【校对全本】南希北庆 epub,https://pan.baidu.com/s/1Q9ATU6mHe4mCWlngFudk0w ,z7pv
《马踏天下》枪手1号 epub,http://pan.baidu.com/s/1bpv9XV5 ,ugdd
"《饕餮娘子》【精校版】佟婕 (作者), 方蔚楠 (编者) epub",http://pan.baidu.com/s/1hsPlYLm ,akzz
中亚自购《城南旧事·绘图版》林海音 epub,http://pan.baidu.com/s/1c2gEQ0S ,9n7h
《1855美国大亨》【全本】奶瓶战斗机 epub,http://pan.baidu.com/s/1o8EkzTw ,tbsj
《兰陵缭乱》（3册全）Vivibear epub,http://pan.baidu.com/s/1c2dXarm,u57e
中亚自购：《蓝色战略》王伟 epub+mobi,http://pan.baidu.com/s/1i5HIyah ,435q
《四世同堂》老舍 epub,http://pan.baidu.com/s/1eSBITMU ,tfmt
《男人这东西》渡边淳一 epub,https://pan.baidu.com/s/1eR6fm4i ,ru44
《琅琊榜（精制精排）》海晏（作者）epub+mobi+azw3,http://pan.baidu.com/s/1pLqljkf ,i3jl
《造化之门（校对全本）》鹅是老五（作者）epub+mobi,https://pan.baidu.com/s/1syP01KGa1D35q2rqI7DjVg ,hycz
《幸福的另一种含义》【法】马克·李维 epub,http://pan.baidu.com/s/1jInT88I ,b9e9
《永镇仙魔》 知白 epub,http://pan.baidu.com/s/1i59AtEl ,x2hx
《三生三世·十里桃花+枕上书+枕上书·终篇》唐七公子 epub,http://pan.baidu.com/s/1gf5BodH ,ms33
《凡尔纳科幻经典》(插图版·全译本)(套装共11册)  【法】儒勒·凡尔纳 epub+azw3（中亚原版）,https://pan.baidu.com/s/1nuEDQSp ,xdcr
《亵渎》【全本+番外】作者：烟雨江南 epub,http://pan.baidu.com/s/1qYCdLjI,psa2
《唐砖》【校对全本+番外】 孑与2 epub,http://pan.baidu.com/s/1c2LVJ9m ,ah4d
《尘缘》【全本】作者：烟雨江南 epub,http://pan.baidu.com/s/1qYQqRTi ,bjv4
《我当道士那些年》【全本】作者：仐三 epub, http://pan.baidu.com/s/1hsHJImC ,aayw
《锦衣夜行》【全本】作者：月关 epub,http://pan.baidu.com/s/1c20qVOO,imb2
《官仙》【完美精排】 陈风笑 epub,http://pan.baidu.com/s/1eSeiL7G ,1agv
《死亡名单》【全本】作者：饕餮居士 epub,http://pan.baidu.com/s/1o8GR8sq,nxb8
《弄潮（又名：掌舵者）》【全本+番外】作者：瑞根 epub,http://pan.baidu.com/s/1i55601v,q7cn
《步步生莲》【全本】作者：月关 epub,http://pan.baidu.com/s/1kVNJptH ,iuw9
《14号门》【美】彼得·克莱斯 epub,http://pan.baidu.com/s/1sliqjzZ ,7ir6
《紫阳》 风御九秋 epub,http://pan.baidu.com/s/1i5wdFql ,799a
《残袍》 风御九秋 epub,http://pan.baidu.com/s/1pKA4s6v ,iekj
《辉煌岁月》 纯银耳坠 epub,http://pan.baidu.com/s/1jIttNQu ,5dsd
《佛本是道》梦入神机 epub,http://pan.baidu.com/s/1pKPx02f ,wyte
《货币简史》（扫描版）（美）约翰.K.加尔布雷 PDF,http://pan.baidu.com/s/1bW9602 ,w8qp
《大清盐商》南柯 epub,http://pan.baidu.com/s/1skK9Flz,x4j6
《蒋介石评传》李敖 epub,http://pan.baidu.com/s/1mipR9Du,i928
《考骨纪-北疆生死契》（精排版）张硕 epub,http://pan.baidu.com/s/1qYpd2G0,h5kj
《太浩》无极书虫 epub,http://pan.baidu.com/s/1bpbWJKF ,67em
《狩魔手记》【全本】作者：烟雨江南 epub,http://pan.baidu.com/s/1dFDgh0H ,9mjs
《知乎一小时 深度短时阅读（第三季）》套装共八册 epub+mobi+azw3,http://pan.baidu.com/s/1eSNnRn8 ,8y95
《耶路撒冷三千年》  蒙蒂菲奥里 epub,http://pan.baidu.com/s/1c2eCF5m ,xa6p
《太玄战记》 风御九秋 epub,http://pan.baidu.com/s/1hsLik4W,q6a4
《求索中国-文革前十年史》（上下两册全） epub,http://pan.baidu.com/s/1mirT7EK ,r733
《切尔诺贝利的回忆：核灾难口述史 》 斯维特拉娜·阿克谢耶维奇 epub,http://pan.baidu.com/s/1nvcYylb ,vtxn
《火星救援》安迪·威尔 epub,http://pan.baidu.com/s/1dFshIXN ,xqxf
《天唐》格鱼 epub,http://pan.baidu.com/s/1i4EebDN ,7bhh
《谋杀禁忌》 黑眼圈 epub,http://pan.baidu.com/s/1slJ3DJB ,e41n
《星空王座》【全本】朱邪多闻 epub,http://pan.baidu.com/s/1boDAlNx ,ddwg
《中国古代禁毁言情小说》（18册） epub,http://pan.baidu.com/s/1bp3biLT ,spw8
《重生于康熙末年》雁九（作者） epub,http://pan.baidu.com/s/1qYjtE48 ,v0ni
《万物的签名》 伊丽莎白·吉尔伯特 epub+mobi,http://pan.baidu.com/s/1gffS2sj ,pu32
《大汉帝国风云录》猛子（作者） epub+mobi,http://pan.baidu.com/s/1nvHUkXz ,zpfd
《十州风云志》【全本】知秋 epub,http://pan.baidu.com/s/1boVR1h1 ,aaeq
《底牌》【全本】阿梅 epub,http://pan.baidu.com/s/1sl7sGdZ ,ey6j
《十四年猎诡人》【全本】李诣凡 epub,http://pan.baidu.com/s/1kU9q2N1 ,xvvc
《青帝》【全本】 荆柯守 epub,http://pan.baidu.com/s/1eREQtnc ,psch
《独步天下》【全本】李歆 epub,http://pan.baidu.com/s/1kVS3Cnd,whre
《赫氏门徒》【全本】冷钻 epub,http://pan.baidu.com/s/1jIqBXps ,k7tp
《孝恭皇后》（全三册）原铨 epub,http://pan.baidu.com/s/1pLq178f ,6dr1
《极花》贾平凹,http://pan.baidu.com/s/1slkXI6D ,kn5y
《龙战在野》【全本】黄易epub,http://pan.baidu.com/s/1o7Z8OhO,qkya
《X密码》何马 epub,http://pan.baidu.com/s/1c13yVK0 ,rbc6
《白门柳》（全3册） 刘斯奋 epub,http://pan.baidu.com/s/1ge1WU2n,3na5
《暗杀1905》（全三册） 巫童 epub,http://pan.baidu.com/s/1i4H1TGD ,xgix
《灭运图录》【全本】爱潜水的乌贼 epub,http://pan.baidu.com/s/1pLD2kIZ,ms73
《死神的精确度》【日】伊坂幸太郎 epub,http://pan.baidu.com/s/1geH6dQr ,vatv
"《那片星空,那片海》【校对版全本】桐华 epub",http://pan.baidu.com/s/1c1IYd2o ,af3t
《无尽武装》【全本】 缘分0 epub,http://pan.baidu.com/s/1eRIT5rc,wmns
《亡者归来》[美]詹森·莫特 epub,http://pan.baidu.com/s/1nuR3ksL,d3tc
《疾风回旋曲》【日】东野圭吾 epub,http://pan.baidu.com/s/1hrGNYBU,k99f
《极具恐怖》【全本】 弹指一笑间 epub, http://pan.baidu.com/s/1nvaWk4L ,rsex
《夜不语诡秘档案》【全本】 夜不语 epub,http://pan.baidu.com/s/1i4Yw37B ,4zf8
《明朝伪君子》【全本】 贼眉鼠眼 epub,http://pan.baidu.com/s/1nvzYDBF,kgg5
《醉枕江山》月关（作者） epub+mobi,http://pan.baidu.com/s/1qYAxYGk ,f0ba
《锦衣笑傲行》【全本】 普祥真人 epub,http://pan.baidu.com/s/1dFpzIGp,wq7y
《七品封疆》【全本】 普祥真人 epub,http://pan.baidu.com/s/1i5i5Z6X ,bvcm
《十九路军战记》【全本】 尼莫,http://pan.baidu.com/s/1o88Klg2,je3u
《上品寒士》【全本】 贼道三痴 epub,http://pan.baidu.com/s/1skPsGs1,4hh2
《和空姐同居的日子（全本Ⅰ+Ⅱ）》 三十（作者） epub+mobi,http://pan.baidu.com/s/1mi9jLYK ,13hs
《活色生香》司马（作者）epub,http://pan.baidu.com/s/1dFb6wG5 ,epkx
《天下》【全本】 高月  epub,http://pan.baidu.com/s/1hsHJUOO,3v2q
《异人傲世录》【全本】 明寐 epub,http://pan.baidu.com/s/1bpiIp7T,m14w
《翻译官》缪娟 epub,http://pan.baidu.com/s/1bpJqgR9 ,jfhk
《庆余年》【全本】作者：猫腻 epub,http://pan.baidu.com/s/1ge6GmuZ,ngew
《间客》【全本】作者：猫腻 epub,http://pan.baidu.com/s/1gfsJrNl ,kniz
《官居一品》【全本+番外】 三戒大师 epub,http://pan.baidu.com/s/1pKQIS0j,f3fy
《将夜》【全本】作者：猫腻 epub,http://pan.baidu.com/s/1kVvYVVD,udn3
《捉鬼实习生》【全本】作者：可蕊 epub,http://pan.baidu.com/s/1i5IxDiP ,zdtb
《纳妾记》沐轶（作者） epub+mobi,http://pan.baidu.com/s/1kVDtvBT,bgrg
《阳神》【全本】作者：梦入神机 epub,http://pan.baidu.com/s/1o88ed0Q ,jzsh
《冒牌大英雄》【全本】作者：七十二编 epub, http://pan.baidu.com/s/1gffSd6V,u58t
《卡耐基的人生哲学丛书》（套装共8册） epub+mobi+azw3,http://pan.baidu.com/s/1miPdYXy,s3re
《北平无战事》刘和平 epub,http://pan.baidu.com/s/1c2uSknA ,frt5
《历代禁书之姑妄言》,http://pan.baidu.com/s/1cwYg1o,myj3
《我欲封天》耳根 epub,http://pan.baidu.com/s/1qYNSs2K ,1tnp
中亚自购 《古龙作品全集》【精装72册全】 epub+mobi+azw3,http://pan.baidu.com/s/1ge3ZvWn,4d98
《穿越恐怖之都:索马里行纪》张昕宇 azw3,http://pan.baidu.com/s/1nvgwQY9 ,t4b9
《安妮宝贝作品三本》（春宴，眠空，八月未央）epub【掌阅专版】,http://pan.baidu.com/s/1sk8y66p,u3dr
《连环罪：心里有鬼》 墨绿青苔 epub,http://pan.baidu.com/s/1gePEchX ,5ux4
《山海经密码》（全5册）阿菩 epub,http://pan.baidu.com/s/1gf6X18f ,yzuv
《老生常谈》资中筠 azw3,http://pan.baidu.com/s/1c16NveK ,k7p2
《南非的启示:曼德拉传·从南非看中国·新南非19年》秦晖 azw3,http://pan.baidu.com/s/1eSsMyMe,fdzq
《亦舒作品集全集（290本）》 epub【作品目录在正文内】,http://pan.baidu.com/s/1dFhBLst ,dx6d
《火中金莲》老衲不能吃素 epub,http://pan.baidu.com/s/1slCcUyL ,qcwj
《蒙古帝国》包丽英 epub,http://pan.baidu.com/s/1eSmGQVC,2xiy
中亚《唐朝定居指南》森林鹿 mobi,http://pan.baidu.com/s/1skX1gLJ,a5et
《十国千娇》【全本】西风紧 epub,http://pan.baidu.com/s/1c3dOOQ,ymxx
《阳谋高手》黄晓阳 epub,http://pan.baidu.com/s/1gfsK1IN ,xcpw
《流年碎影》 张中行 epub mobi,http://pan.baidu.com/s/1slu2b73 ,kf1n
《亚特兰蒂斯》（全三册）【美】A.G.里德尔 epub,http://pan.baidu.com/s/1dEF8Z41 ,gcmq
《经典童话寓言系列四本》（安徒生童话，格林童话，快乐王子，伊索寓言）epub azw3,http://pan.baidu.com/s/1o7SNQky ,kpx3
《情商》(1-4+实践版共5册)作者：丹尼尔•戈尔曼 译者： 杨春晓 epub,http://pan.baidu.com/s/1dFK8ZVb,cjpf
《花千骨》fresh果果 epub,http://pan.baidu.com/s/1c2umCLE,rfar
《世界文明史》（全册套装）威尔·杜兰特 epub+azw3,http://pan.baidu.com/s/1o8rQ8u2 ,4bjt
《大周皇族》皇甫奇（作者）epub,http://pan.baidu.com/s/1mhIvujA ,qhoe
《苗疆蛊事》【正版全集】  南无袈裟理科佛 三格式：epub mobi azw3,http://pan.baidu.com/s/1hsNQ7wK,37sv
《明朝那些事》（1-7全集）当年明月 epub【精品为掌阅专版】+epub【兼容】+mobi,http://pan.baidu.com/s/1dEXRaPb ,t42w
《锻仙》新兵抗老枪 epub,http://pan.baidu.com/s/1pLuOgB5 ,88uy
《决战王妃》（1+2册全）[美]绮拉·凯斯 (作者) epub【掌阅专版】,http://pan.baidu.com/s/1i4UtXlj ,erhv
《侣行》【1+2两部全】张昕宇 epub【掌阅专版】, http://pan.baidu.com/s/1eRRcnwI ,urjj
《忘则怎生便忘得：闲品金庸笔下的爱情》林探惜 azw,http://pan.baidu.com/s/1nuMKmTj,17gy
《大国的兴衰》（上下两册全） 保罗•肯尼迪 epub【掌阅专版】,http://pan.baidu.com/s/1gfuM2MR ,nunn
《搜异者作品四本》（异档案1：解汤药，异档案2：锁魂咒怨，异档案3：平行凶间，锁龙夺脉） epub【掌阅专版】,http://pan.baidu.com/s/1hsAZ94o ,4iq7
